FollowUp_ID,Lead_ID,FollowUp_Date,Mode,Purpose,Outcome
FU037540,LEAD14073,2026-12-27,Call,Booking Confirmation,Requested Callback
FU037541,LEAD14074,2025-03-28,WhatsApp,Introduction,Neutral
FU037542,LEAD14074,2025-04-26,Call,Site Visit Invitation,Interested
FU037543,LEAD14074,2025-05-07,WhatsApp,Re-engagement,Neutral
FU037544,LEAD14074,2025-06-02,Call,Document Collection,Requested Callback
FU037545,LEAD14074,2025-06-22,WhatsApp,Loan Guidance,No Response
FU037546,LEAD14075,2025-08-05,Call,Introduction,Requested Callback
FU037547,LEAD14076,2026-12-06,Site Visit Reminder,Site Visit Invitation,Neutral
FU037548,LEAD14077,2026-07-07,Email,Introduction,Not Interested
FU037549,LEAD14077,2026-07-12,WhatsApp,Interest Check,Neutral
FU037550,LEAD14077,2026-08-08,Site Visit Reminder,Site Visit Invitation,Not Interested
FU037551,LEAD14078,2025-10-16,Call,Introduction,Neutral
FU037552,LEAD14078,2025-11-11,Call,Payment Follow-up,Interested
FU037553,LEAD14078,2025-11-27,Loan Assistance,Loan Guidance,No Response
FU037554,LEAD14078,2025-12-19,Email,Document Collection,Neutral
FU037555,LEAD14078,2026-01-13,WhatsApp,Document Collection,Neutral
FU037556,LEAD14078,2026-01-13,WhatsApp,Document Collection,Neutral
FU037557,LEAD14078,2026-01-29,Call,Interest Check,Requested Callback
FU037558,LEAD14078,2026-02-13,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037559,LEAD14079,2026-07-23,Payment Discussion,Payment Follow-up,Not Interested
FU037560,LEAD14079,2026-08-05,Call,Payment Follow-up,Interested
FU037561,LEAD14079,2026-08-11,Payment Discussion,Payment Follow-up,Not Interested
FU037562,LEAD14080,2026-03-18,Call,Introduction,Requested Callback
FU037563,LEAD14080,2026-03-23,Call,Price Negotiation,Interested
FU037564,LEAD14080,2026-04-06,Loan Assistance,Loan Guidance,Interested
FU037565,LEAD14080,2026-04-11,Loan Assistance,Loan Guidance,Converted
FU037566,LEAD14081,2024-02-19,WhatsApp,Introduction,Requested Callback
FU037567,LEAD14081,2024-03-04,Call,Price Negotiation,Requested Callback
FU037568,LEAD14082,2024-06-24,Site Visit Reminder,Site Visit Invitation,Neutral
FU037569,LEAD14082,2024-06-24,Site Visit Reminder,Site Visit Invitation,Neutral
FU037570,LEAD14082,2024-07-08,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037571,LEAD14083,2026-12-31,Call,Introduction,Interested
FU037572,LEAD14084,2026-12-31,Call,Introduction,Not Interested
FU037573,LEAD14085,2026-12-31,Call,Introduction,No Response
FU037574,LEAD14086,2026-12-31,Call,Introduction,Neutral
FU037575,LEAD14087,2026-12-31,Site Visit Reminder,Site Visit Invitation,Interested
FU037576,LEAD14088,2025-11-18,Call,Introduction,Not Interested
FU037577,LEAD14088,2025-11-26,Call,Interest Check,Requested Callback
FU037578,LEAD14088,2025-12-20,Meeting,Document Collection,Interested
FU037579,LEAD14089,2024-12-21,Call,Introduction,Not Interested
FU037580,LEAD14090,2025-01-29,Call,Introduction,Interested
FU037581,LEAD14090,2025-01-29,Call,Introduction,Interested
FU037582,LEAD14090,2025-02-25,Email,Payment Follow-up,No Response
FU037583,LEAD14090,2025-03-10,Meeting,Site Visit Invitation,Requested Callback
FU037584,LEAD14090,2025-03-22,Email,Site Visit Invitation,Interested
FU037585,LEAD14091,2025-10-08,Call,Introduction,Neutral
FU037586,LEAD14092,2026-04-16,Call,Introduction,No Response
FU037587,LEAD14093,2024-04-07,Email,Introduction,Interested
FU037588,LEAD14093,2024-04-19,Call,Interest Check,Interested
FU037589,LEAD14094,2024-11-07,Loan Assistance,Loan Guidance,Neutral
FU037590,LEAD14094,2024-11-07,Loan Assistance,Loan Guidance,Neutral
FU037591,LEAD14094,2024-12-05,WhatsApp,Payment Follow-up,Requested Callback
FU037592,LEAD14094,2024-12-05,WhatsApp,Payment Follow-up,Requested Callback
FU037593,LEAD14094,2024-12-22,WhatsApp,Interest Check,Interested
FU037594,LEAD14095,2024-05-07,Loan Assistance,Loan Guidance,Converted
FU037595,LEAD14096,2024-08-26,WhatsApp,Introduction,Not Interested
FU037596,LEAD14096,2024-09-12,Email,Interest Check,Not Interested
FU037597,LEAD14096,2024-09-12,Email,Interest Check,Not Interested
FU037598,LEAD14097,2024-11-13,WhatsApp,Introduction,Not Interested
FU037599,LEAD14098,2025-12-03,Call,Introduction,Requested Callback
FU037600,LEAD14099,2026-04-03,Loan Assistance,Loan Guidance,No Response
FU037601,LEAD14099,2026-04-03,Loan Assistance,Loan Guidance,No Response
FU037602,LEAD14100,2026-07-02,Meeting,Introduction,Interested
FU037603,LEAD14100,2026-07-19,Site Visit Reminder,Site Visit Invitation,Neutral
FU037604,LEAD14100,2026-07-24,Payment Discussion,Payment Follow-up,Interested
FU037605,LEAD14100,2026-07-31,WhatsApp,Site Visit Invitation,Neutral
FU037606,LEAD14100,2026-08-15,Call,Loan Guidance,Requested Callback
FU037607,LEAD14101,2026-12-11,Call,Introduction,Interested
FU037608,LEAD14102,2024-10-30,WhatsApp,Introduction,Not Interested
FU037609,LEAD14103,2024-12-15,Loan Assistance,Loan Guidance,Interested
FU037610,LEAD14103,2024-12-31,Email,Site Visit Invitation,Interested
FU037611,LEAD14104,2025-09-12,WhatsApp,Introduction,Neutral
FU037612,LEAD14104,2025-10-06,Call,Site Visit Invitation,No Response
FU037613,LEAD14104,2025-10-27,Call,Site Visit Invitation,Requested Callback
FU037614,LEAD14105,2026-02-02,WhatsApp,Introduction,Interested
FU037615,LEAD14105,2026-02-10,Email,Introduction,Requested Callback
FU037616,LEAD14105,2026-02-19,Call,Site Visit Invitation,Interested
FU037617,LEAD14105,2026-03-15,Email,Introduction,Neutral
FU037618,LEAD14105,2026-04-11,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037619,LEAD14106,2024-08-05,Site Visit Reminder,Site Visit Invitation,Interested
FU037620,LEAD14107,2026-02-06,Site Visit Reminder,Site Visit Invitation,No Response
FU037621,LEAD14108,2025-09-22,WhatsApp,Introduction,Interested
FU037622,LEAD14108,2025-10-03,Call,Site Visit Invitation,Neutral
FU037623,LEAD14108,2025-10-15,Payment Discussion,Payment Follow-up,Converted
FU037624,LEAD14109,2025-12-10,Call,Introduction,Interested
FU037625,LEAD14109,2025-12-10,Call,Introduction,Interested
FU037626,LEAD14109,2026-01-03,Payment Discussion,Payment Follow-up,Neutral
FU037627,LEAD14109,2026-01-16,Payment Discussion,Payment Follow-up,Not Interested
FU037628,LEAD14109,2026-01-29,Email,Site Visit Invitation,Requested Callback
FU037629,LEAD14109,2026-02-20,Call,Site Visit Invitation,Interested
FU037630,LEAD14109,2026-03-11,Call,Interest Check,Interested
FU037631,LEAD14109,2026-03-25,Payment Discussion,Payment Follow-up,Not Interested
FU037632,LEAD14110,2024-04-07,Email,Introduction,Neutral
FU037633,LEAD14111,2024-11-27,Call,Introduction,Not Interested
FU037634,LEAD14111,2024-12-03,Call,Site Visit Invitation,Not Interested
FU037635,LEAD14112,2024-03-24,Call,Introduction,Neutral
FU037636,LEAD14112,2024-04-11,WhatsApp,Price Negotiation,Interested
FU037637,LEAD14112,2024-04-16,Call,Document Collection,No Response
FU037638,LEAD14112,2024-05-06,Call,Introduction,Interested
FU037639,LEAD14112,2024-05-22,WhatsApp,Introduction,No Response
FU037640,LEAD14113,2024-07-10,Meeting,Introduction,Neutral
FU037641,LEAD14113,2024-07-27,WhatsApp,Introduction,No Response
FU037642,LEAD14114,2024-09-01,Loan Assistance,Loan Guidance,Requested Callback
FU037643,LEAD14115,2024-01-20,WhatsApp,Introduction,No Response
FU037644,LEAD14115,2024-01-25,WhatsApp,Site Visit Invitation,Neutral
FU037645,LEAD14115,2024-01-30,WhatsApp,Post-Visit Feedback,Requested Callback
FU037646,LEAD14115,2024-02-05,Email,Site Visit Invitation,Interested
FU037647,LEAD14115,2024-02-21,Payment Discussion,Payment Follow-up,No Response
FU037648,LEAD14115,2024-03-09,Loan Assistance,Loan Guidance,Interested
FU037649,LEAD14115,2024-03-27,Loan Assistance,Loan Guidance,Converted
FU037650,LEAD14116,2026-10-03,Email,Introduction,Requested Callback
FU037651,LEAD14117,2025-04-13,Call,Introduction,Interested
FU037652,LEAD14117,2025-04-13,Call,Introduction,Interested
FU037653,LEAD14117,2025-05-12,Call,Introduction,Interested
FU037654,LEAD14117,2025-05-12,Call,Introduction,Interested
FU037655,LEAD14117,2025-05-25,WhatsApp,Interest Check,Interested
FU037656,LEAD14117,2025-06-11,WhatsApp,Payment Follow-up,Interested
FU037657,LEAD14117,2025-07-03,Payment Discussion,Payment Follow-up,Interested
FU037658,LEAD14118,2025-01-05,Loan Assistance,Loan Guidance,No Response
FU037659,LEAD14118,2025-01-05,Loan Assistance,Loan Guidance,No Response
FU037660,LEAD14118,2025-02-01,WhatsApp,Document Collection,Not Interested
FU037661,LEAD14119,2024-10-05,Meeting,Introduction,No Response
FU037662,LEAD14119,2024-10-26,Call,Price Negotiation,No Response
FU037663,LEAD14119,2024-11-12,Call,Price Negotiation,No Response
FU037664,LEAD14120,2026-01-01,Call,Introduction,Not Interested
FU037665,LEAD14121,2026-04-16,Site Visit Reminder,Site Visit Invitation,Neutral
FU037666,LEAD14122,2026-05-08,Call,Introduction,Interested
FU037667,LEAD14122,2026-05-08,Call,Introduction,Interested
FU037668,LEAD14123,2025-01-03,Call,Introduction,Not Interested
FU037669,LEAD14124,2025-03-28,WhatsApp,Introduction,Not Interested
FU037670,LEAD14125,2025-08-03,Call,Introduction,Interested
FU037671,LEAD14125,2025-08-28,Call,Document Collection,No Response
FU037672,LEAD14125,2025-09-03,WhatsApp,Interest Check,Neutral
FU037673,LEAD14125,2025-09-27,WhatsApp,Site Visit Invitation,Neutral
FU037674,LEAD14125,2025-10-13,WhatsApp,Site Visit Invitation,Requested Callback
FU037675,LEAD14126,2026-04-18,Call,Introduction,Not Interested
FU037676,LEAD14127,2025-09-13,Site Visit Reminder,Site Visit Invitation,No Response
FU037677,LEAD14127,2025-09-25,Call,Payment Follow-up,Requested Callback
FU037678,LEAD14127,2025-10-02,Call,Price Negotiation,Requested Callback
FU037679,LEAD14127,2025-10-18,Call,Re-engagement,Interested
FU037680,LEAD14128,2026-06-11,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037681,LEAD14128,2026-06-20,Payment Discussion,Payment Follow-up,No Response
FU037682,LEAD14129,2024-08-22,WhatsApp,Introduction,Interested
FU037683,LEAD14129,2024-08-31,WhatsApp,Document Collection,Interested
FU037684,LEAD14129,2024-08-31,WhatsApp,Document Collection,Interested
FU037685,LEAD14129,2024-09-23,WhatsApp,Site Visit Invitation,Interested
FU037686,LEAD14129,2024-10-06,Site Visit Reminder,Site Visit Invitation,No Response
FU037687,LEAD14129,2024-10-06,Site Visit Reminder,Site Visit Invitation,No Response
FU037688,LEAD14129,2024-10-06,Site Visit Reminder,Site Visit Invitation,No Response
FU037689,LEAD14130,2024-09-24,Call,Introduction,Not Interested
FU037690,LEAD14130,2024-10-23,Site Visit Reminder,Site Visit Invitation,No Response
FU037691,LEAD14130,2024-11-05,Call,Price Negotiation,Not Interested
FU037692,LEAD14131,2024-05-16,Call,Introduction,No Response
FU037693,LEAD14131,2024-05-25,Loan Assistance,Loan Guidance,Converted
FU037694,LEAD14132,2026-11-07,Meeting,Introduction,No Response
FU037695,LEAD14132,2026-11-07,Meeting,Introduction,No Response
FU037696,LEAD14132,2026-11-22,Site Visit Reminder,Site Visit Invitation,No Response
FU037697,LEAD14132,2026-11-22,Site Visit Reminder,Site Visit Invitation,No Response
FU037698,LEAD14133,2026-04-23,Call,Introduction,Interested
FU037699,LEAD14133,2026-05-22,Payment Discussion,Payment Follow-up,Requested Callback
FU037700,LEAD14133,2026-05-22,Payment Discussion,Payment Follow-up,Requested Callback
FU037701,LEAD14133,2026-05-27,WhatsApp,Re-engagement,Neutral
FU037702,LEAD14133,2026-06-19,WhatsApp,Introduction,Interested
FU037703,LEAD14133,2026-06-30,Meeting,Document Collection,Interested
FU037704,LEAD14133,2026-07-11,Call,Site Visit Invitation,Requested Callback
FU037705,LEAD14133,2026-07-28,Call,Document Collection,Neutral
FU037706,LEAD14134,2026-08-17,Meeting,Introduction,Interested
FU037707,LEAD14135,2024-06-05,WhatsApp,Introduction,Requested Callback
FU037708,LEAD14135,2024-06-28,Site Visit Reminder,Site Visit Invitation,No Response
FU037709,LEAD14135,2024-07-23,WhatsApp,Site Visit Invitation,Interested
FU037710,LEAD14135,2024-07-31,WhatsApp,Payment Follow-up,Interested
FU037711,LEAD14135,2024-07-31,WhatsApp,Payment Follow-up,Interested
FU037712,LEAD14136,2024-05-23,WhatsApp,Introduction,Requested Callback
FU037713,LEAD14136,2024-06-09,Call,Document Collection,No Response
FU037714,LEAD14137,2025-10-11,Site Visit Reminder,Site Visit Invitation,No Response
FU037715,LEAD14138,2026-12-31,Payment Discussion,Payment Follow-up,Interested
FU037716,LEAD14139,2026-12-31,Call,Introduction,Not Interested
FU037717,LEAD14140,2025-12-09,Call,Introduction,Neutral
FU037718,LEAD14141,2026-04-23,WhatsApp,Introduction,No Response
FU037719,LEAD14141,2026-04-23,WhatsApp,Introduction,No Response
FU037720,LEAD14142,2025-09-30,Site Visit Reminder,Site Visit Invitation,Not Interested
FU037721,LEAD14143,2025-10-21,Call,Introduction,Requested Callback
FU037722,LEAD14144,2025-03-16,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037723,LEAD14144,2025-03-22,WhatsApp,Introduction,Neutral
FU037724,LEAD14144,2025-04-10,Email,Booking Confirmation,Interested
FU037725,LEAD14144,2025-04-10,Email,Booking Confirmation,Interested
FU037726,LEAD14145,2026-12-12,Meeting,Introduction,Not Interested
FU037727,LEAD14145,2026-12-30,WhatsApp,Introduction,Not Interested
FU037728,LEAD14146,2024-04-18,Call,Introduction,Requested Callback
FU037729,LEAD14146,2024-04-30,Email,Site Visit Invitation,Interested
FU037730,LEAD14146,2024-04-30,Email,Site Visit Invitation,Interested
FU037731,LEAD14146,2024-05-15,Call,Re-engagement,No Response
FU037732,LEAD14146,2024-05-30,WhatsApp,Re-engagement,Interested
FU037733,LEAD14146,2024-06-12,WhatsApp,Loan Guidance,Interested
FU037734,LEAD14147,2026-11-14,Payment Discussion,Payment Follow-up,Neutral
FU037735,LEAD14148,2026-11-25,WhatsApp,Introduction,Neutral
FU037736,LEAD14148,2026-12-05,Call,Document Collection,Neutral
FU037737,LEAD14148,2026-12-10,Call,Price Negotiation,Interested
FU037738,LEAD14148,2026-12-10,Call,Price Negotiation,Interested
FU037739,LEAD14148,2026-12-18,Payment Discussion,Payment Follow-up,Interested
FU037740,LEAD14149,2026-12-31,Call,Introduction,Neutral
FU037741,LEAD14150,2026-01-17,Call,Introduction,Not Interested
FU037742,LEAD14151,2026-05-11,Site Visit Reminder,Site Visit Invitation,Interested
FU037743,LEAD14151,2026-05-21,Email,Price Negotiation,Interested
FU037744,LEAD14151,2026-05-27,Email,Price Negotiation,Interested
FU037745,LEAD14151,2026-06-13,Call,Price Negotiation,Not Interested
FU037746,LEAD14151,2026-06-21,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037747,LEAD14151,2026-07-02,Payment Discussion,Payment Follow-up,Requested Callback
FU037748,LEAD14151,2026-07-09,Loan Assistance,Loan Guidance,Interested
FU037749,LEAD14152,2026-08-26,Email,Introduction,No Response
FU037750,LEAD14153,2026-11-02,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037751,LEAD14154,2025-11-04,WhatsApp,Introduction,Not Interested
FU037752,LEAD14154,2025-12-03,Payment Discussion,Payment Follow-up,Requested Callback
FU037753,LEAD14154,2025-12-03,Payment Discussion,Payment Follow-up,Requested Callback
FU037754,LEAD14154,2025-12-03,Payment Discussion,Payment Follow-up,Requested Callback
FU037755,LEAD14154,2025-12-27,WhatsApp,Re-engagement,Interested
FU037756,LEAD14154,2025-12-27,WhatsApp,Re-engagement,Interested
FU037757,LEAD14155,2026-05-04,Meeting,Introduction,Not Interested
FU037758,LEAD14156,2026-05-15,WhatsApp,Introduction,Neutral
FU037759,LEAD14156,2026-06-13,Email,Loan Guidance,Interested
FU037760,LEAD14156,2026-06-22,Call,Interest Check,Neutral
FU037761,LEAD14156,2026-07-12,Call,Interest Check,Requested Callback
FU037762,LEAD14156,2026-08-04,WhatsApp,Interest Check,Neutral
FU037763,LEAD14156,2026-08-10,Site Visit Reminder,Site Visit Invitation,Interested
FU037764,LEAD14156,2026-08-26,Call,Re-engagement,Interested
FU037765,LEAD14157,2024-09-09,Payment Discussion,Payment Follow-up,Requested Callback
FU037766,LEAD14157,2024-09-24,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037767,LEAD14158,2024-11-22,Call,Introduction,Not Interested
FU037768,LEAD14159,2025-05-18,Call,Introduction,Not Interested
FU037769,LEAD14160,2026-06-18,Site Visit Reminder,Site Visit Invitation,Interested
FU037770,LEAD14160,2026-06-26,Call,Payment Follow-up,Interested
FU037771,LEAD14160,2026-07-05,WhatsApp,Payment Follow-up,No Response
FU037772,LEAD14160,2026-07-15,WhatsApp,Post-Visit Feedback,Interested
FU037773,LEAD14161,2026-11-06,Loan Assistance,Loan Guidance,Requested Callback
FU037774,LEAD14162,2026-12-10,Email,Introduction,Neutral
FU037775,LEAD14163,2026-09-17,Call,Introduction,No Response
FU037776,LEAD14163,2026-09-17,Call,Introduction,No Response
FU037777,LEAD14163,2026-09-27,Call,Site Visit Invitation,Not Interested
FU037778,LEAD14163,2026-10-06,WhatsApp,Introduction,No Response
FU037779,LEAD14163,2026-10-11,Call,Introduction,Interested
FU037780,LEAD14163,2026-10-27,Call,Site Visit Invitation,Interested
FU037781,LEAD14163,2026-11-11,Call,Interest Check,Requested Callback
FU037782,LEAD14163,2026-11-23,Call,Payment Follow-up,Not Interested
FU037783,LEAD14163,2026-12-10,Loan Assistance,Loan Guidance,Converted
FU037784,LEAD14164,2024-11-21,Payment Discussion,Payment Follow-up,Interested
FU037785,LEAD14164,2024-12-07,Call,Booking Confirmation,Converted
FU037786,LEAD14165,2025-12-22,Payment Discussion,Payment Follow-up,Interested
FU037787,LEAD14165,2026-01-16,Site Visit Reminder,Site Visit Invitation,Neutral
FU037788,LEAD14165,2026-02-14,Meeting,Price Negotiation,Requested Callback
FU037789,LEAD14165,2026-03-01,Call,Booking Confirmation,Requested Callback
FU037790,LEAD14166,2025-05-07,Call,Introduction,Interested
FU037791,LEAD14166,2025-05-18,Email,Re-engagement,Interested
FU037792,LEAD14166,2025-06-11,WhatsApp,Booking Confirmation,Interested
FU037793,LEAD14167,2024-04-06,Loan Assistance,Loan Guidance,Neutral
FU037794,LEAD14167,2024-05-02,Call,Loan Guidance,Requested Callback
FU037795,LEAD14168,2024-12-01,Call,Introduction,Not Interested
FU037796,LEAD14168,2024-12-08,Call,Price Negotiation,Not Interested
FU037797,LEAD14169,2025-03-24,Call,Introduction,Requested Callback
FU037798,LEAD14169,2025-04-16,Site Visit Reminder,Site Visit Invitation,No Response
FU037799,LEAD14170,2025-03-15,WhatsApp,Introduction,No Response
FU037800,LEAD14171,2025-10-24,Call,Introduction,Not Interested
FU037801,LEAD14171,2025-11-11,Loan Assistance,Loan Guidance,Not Interested
FU037802,LEAD14172,2024-11-19,Call,Introduction,Not Interested
FU037803,LEAD14173,2025-03-21,WhatsApp,Introduction,Interested
FU037804,LEAD14174,2025-10-17,WhatsApp,Introduction,No Response
FU037805,LEAD14175,2026-03-23,Email,Introduction,Interested
FU037806,LEAD14176,2024-04-03,Call,Introduction,Neutral
FU037807,LEAD14177,2024-10-02,Call,Introduction,Neutral
FU037808,LEAD14177,2024-10-26,Call,Payment Follow-up,Neutral
FU037809,LEAD14178,2024-11-01,Call,Introduction,No Response
FU037810,LEAD14179,2024-10-16,Call,Introduction,Neutral
FU037811,LEAD14179,2024-11-05,Payment Discussion,Payment Follow-up,No Response
FU037812,LEAD14180,2025-11-03,Call,Introduction,No Response
FU037813,LEAD14180,2025-11-10,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037814,LEAD14180,2025-11-25,Email,Site Visit Invitation,No Response
